0.726,0.786,0.7704,0.779,0.020326228266836825,0.043543082114154516,0.0
0.33,0.548,0.4155238095238095,0.394,0.07170468537523825,0.3898922928194401,0.5714285714285714
0.356,0.822,0.5076842105263158,0.492,0.12055660387072167,0.6305553108173778,0.6842105263157895
0.33,0.57,0.4875555555555556,0.499,0.05725713130228688,0.32475221323341275,0.3333333333333333
0.682,1.896,1.036,0.913,0.3827801136221883,2.053435170634807,0.7857142857142857
0.756,0.896,0.8515454545454545,0.863,0.03449185862907814,0.1936491673103708,0.2727272727272727
0.502,0.984,0.6997049180327869,0.692,0.11837895987917997,1.3435832687258353,0.7704918032786885
0.392,0.722,0.5556,0.566,0.1125527178068761,0.556,0.6
0.8,0.888,0.8438888888888889,0.843,0.02667867376739196,0.10547037498748167,0.05555555555555555
0.36,0.978,0.5977333333333333,0.618,0.17048144711235827,0.9044025652329829,0.8666666666666667
0.79,1.042,0.9086000000000001,0.915,0.08530754818758876,0.4424884179275205,0.9
0.798,0.882,0.8337777777777777,0.822,0.027846803127907604,0.07383765976789892,0.1111111111111111
0.922,1.036,0.9756,0.987,0.032928204728874415,0.12271919165313959,0.1
0.86,0.892,0.8708888888888889,0.868,0.011794537341969433,0.05283937925449167,0.0
0.826,0.896,0.8588,0.86,0.02361167319592392,0.08170679286326206,0.1
0.87,0.974,0.928,0.928,0.029189039038652834,0.10188228501560016,0.1111111111111111
0.262,1.082,0.6917,0.642,0.18308614595895906,1.0301572695467427,0.65
0.756,0.822,0.788,0.788,0.01854723699099141,0.12066482503198683,0.0
0.47,0.47,0.47,0.47,0,0,0
0.4,0.664,0.51625,0.485,0.09435500340027902,0.4994436905197623,0.5625
0.346,0.604,0.4360952380952381,0.398,0.08497876485446512,0.5325298113720959,0.5238095238095238
0.676,1.25,0.956,0.9279999999999999,0.18709427213751537,0.9127190148123352,0.6875
0.652,0.832,0.7341666666666666,0.719,0.04971524977917803,0.21679483388678802,0.4166666666666667
0.772,0.83,0.7974,0.798,0.02054912812424571,0.08574380444090403,0.1
0.488,0.734,0.5885714285714285,0.598,0.07105113465852418,0.3108761811396943,0.5714285714285714
0.294,0.732,0.4825,0.477,0.11028129017636203,0.7238369982254291,0.6428571428571429
0.788,0.846,0.8068000000000001,0.805,0.015440207252495008,0.061999999999999916,0.0
0.926,0.972,0.9582499999999999,0.964,0.01587225791841132,0.0481663783151691,0.0
0.732,0.828,0.77725,0.78,0.027314220960273913,0.13844854639901427,0.1875
0.412,0.95,0.7195,0.728,0.18699951385449692,0.7783007130923111,0.75
0.718,0.82,0.766,0.762,0.0316087189096792,0.12107848694132252,0.2
0.33,1.066,0.663,0.627,0.25871360086537254,1.462797320205366,0.8333333333333334
0.496,0.998,0.6633846153846154,0.632,0.14140340546437727,0.7181587568219161,0.6153846153846154
0.418,1.286,0.7313333333333334,0.638,0.24970576624693655,0.8664479211124002,0.8333333333333334
0.658,1.018,0.8678,0.889,0.1282721066067496,0.3750893226952749,0.7
0.424,0.976,0.6591320754716982,0.636,0.12720033226490365,1.3799318823768079,0.8301886792452831
0.712,0.772,0.7392857142857143,0.742,0.017251214322603382,0.06642288762166251,0.0
0.41,0.808,0.5934285714285714,0.622,0.13349178679925272,0.8179242018671412,0.8095238095238095
0.87,1.0,0.9517894736842105,0.952,0.035156126299327524,0.11820321484629766,0.05263157894736842
0.644,0.738,0.6853333333333333,0.683,0.028377053103822134,0.22179269600237045,0.16666666666666666
0.764,0.912,0.84425,0.849,0.03902869624308225,0.21188676221038438,0.3333333333333333
0.51,1.526,0.8757777777777778,0.824,0.23585134849277117,2.061358775177189,0.8
0.694,1.034,0.886,0.892,0.09534298985392538,0.4724574054875213,0.6666666666666666
0.39,0.688,0.517,0.512,0.08031696467630493,0.6211505453591746,0.6071428571428571
0.384,0.746,0.5196923076923077,0.498,0.09060629966211808,0.6631018021390079,0.6923076923076923
0.758,0.864,0.8085714285714286,0.8,0.03246231966145051,0.20031974440878247,0.5
0.606,0.646,0.6244615384615385,0.618,0.013270364128484358,0.04626013402488155,0.0
0.28,0.786,0.6992134831460675,0.732,0.09711034865625247,0.7884237439346942,0.12359550561797752
0.788,1.012,0.8828333333333334,0.881,0.06864113970940504,0.3505139084258998,0.6666666666666666
0.77,0.9,0.8371063829787234,0.836,0.029611421153327034,0.17055204484262274,0.06382978723404255
0.78,0.876,0.8174545454545454,0.819,0.024246211825330297,0.13579396157414356,0.045454545454545456
0.798,0.838,0.821,0.823,0.013735598518690982,0.05451605268175596,0.0
0.646,0.974,0.8625945945945946,0.878,0.07531838327300219,0.2931211353689802,0.35135135135135137
0.704,0.776,0.7324705882352941,0.73,0.023049180156403695,0.03666060555964675,0.0
0.344,0.886,0.5561538461538461,0.538,0.1350667551253119,1.2441961260187235,0.8205128205128205
0.434,0.734,0.6032941176470589,0.588,0.08528464450436135,0.43245346570469284,0.47058823529411764
0.978,1.056,1.028857142857143,1.042,0.029503833487806157,0.0977957054271813,0.14285714285714285
0.802,1.004,0.8856,0.887,0.05460518579576004,0.3149984126944134,0.3
0.806,0.84,0.823,0.822,0.011085526098877235,0.05765414122159817,0.0
0.81,0.896,0.8562,0.859,0.027768087198557032,0.10522357150372727,0.1
0.52,0.992,0.7236666666666667,0.681,0.17537665094581348,0.9073499876012563,0.6666666666666666
